2021-11-09 09:56:21 EST,181004,"   0x9401,    0x9401,    0x9401,    0x9401,    0x63ce,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:26 EST,181005,"   0x9401,    0x9401,    0x9401,    0x9401,    0x5ea7,       0x0,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:27 EST,181006,"   0x9401,    0x9401,    0x9401,    0x9401,    0x5fc0,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:29 EST,181007,"   0x9401,    0x9401,    0x9401,    0x9401,    0x6f6f,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:31 EST,181008,"   0x9401,    0x9401,    0x9401,    0x9401,    0x7ce1,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:32 EST,181009,"   0x9401,    0x9401,    0x9401,    0x9401,    0x7d01,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:34 EST,181010,"   0x9401,    0x9401,    0x9401,    0x9401,    0x7f92,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:35 EST,181011,"   0x9401,    0x9401,    0x9401,    0x9401,    0x2e01,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:37 EST,181012,"   0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:38 EST,181013,"   0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:40 EST,181014,"   0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:41 EST,181015,"   0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:43 EST,181016,"   0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:45 EST,181017,"   0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:47 EST,181018,"   0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:48 EST,181019,"   0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:50 EST,181020,"   0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401, ",,,,,
2021-11-09 09:56:52 EST,181021,"   0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x9401,    0x94af,    0x9401,    0x9401, ",,,,,
