    98,    112,    118,    121,     98,    112,    118,     121,   98,
   116,    122,    117,    111,    116,    122,    117,     111,   116,
   101,    106,    104,     98,    101,    106,    104,      98,   101,
    92,     99,     99,     96,     92,     99,     99,      96,   92,
    90,     98,     97,     94,     90,     98,     97,      94,   90,
    91,    102,    105,    106,     91,    102,    105,     106,   91,
   105,    118,    122,    123,    105,    118,    122,     123,   105,
   119,    138,    143,    140,    119,    138,    143,     140,   119,
   132,    147,    147,    141,    132,    147,    147,     141,   132,
   120,    109,    132,    125,    120,    109,    132,     125,   120,
   113,    122,    120,    118,    113,    122,    120,     118,   113,
   111,    125,    126,    113,    111,    125,    126,     113,   111,
   104,    108,    110,    117,    104,    108,    110,     117,   104,
   117,    124,    126,    134,    117,    124,    126,     134,   117,
   137,    145,    143,    140,    137,    145,    143,     140,   137,
   127,    142,    138,    127,    127,    142,    138,     127,   127,
   111,    119,    112,     99,    111,    119,    112,      99,   111,
    92,     98,     89,     97,     92,     98,     89,      97,   92,
    91,     99,    101,    101,     91,     99,    101,     101,   91,
    97,    109,    112,    112,     97,    109,    112,     112,   97,
   112,    163,    166,    164,    112,    163,    166,     164,   112,
   154,    177,    179,    177,    154,    177,    179,     177,   154,
   167,    186,    174,    156,    167,    186,    174,     156,   167,
   131,    139,    134,    125,    131,    139,    134,     125,   131,
   107,    120,    124,    121,    107,    120,    124,     121,   107,
   113,    132,    138,    136,    113,    132,    138,     136,   113,
   127,    143,    142,    135,    127,    143,    142,     135,   127,
   120,    135,    135,    129,    120,    135,    135,     129,   120,
   114,    129,    130,    124,    114,    129,    130,     124,   114,
   110,    125,    126,    122,    110,    125,    126,     122,   110,
   108,    125,    128,    125,    108,    125,    128,     125,   108,
   114,    133,    139,    139,    114,    133,    139,     139,   114,
   129,    149,    154,    152,    129,    149,    154,     152,   129,
   144,    168,    171,    171,    144,    168,    171,     171,   144,
   155,    166,    158,    146,    155,    166,    158,     146,   155,
   126,    139,    135,    128,    126,    139,    135,     128,   126,
   114,    130,    131,    127,    114,    130,    131,     127,   114,
   114,    130,    131,    126,    114,    130,    131,     126,   114,
   111,    130,    134,    126,    111,    130,    134,     126,   111,
    95,     99,    102,    109,     95,     99,    102,     109,   95,
   104,    131,    137,    139,    104,    131,    137,     139,   104,
   127,    147,    150,    138,    127,    147,    150,     138,   127,
   124,    139,    138,    131,    124,    139,    138,     131,   124,
   113,    128,    129,    123,    113,    128,    129,     123,   113,
   109,    121,    117,    119,    109,    121,    117,     119,   109,
   109,    125,    126,    125,    109,    125,    126,     125,   109,
   112,    128,    126,    128,    112,    128,    126,     128,   112,
   116,    134,    134,    130,    116,    134,    134,     130,   116,
   116,    133,    134,    128,    116,    133,    134,     128,   116,
   113,    133,    129,    123,    113,    133,    129,     123,   113,
   109,    126,    127,    124,    109,    126,    127,     124,   109,
   110,    128,    129,    125,    110,    128,    129,     125,   110,
   112,    138,    135,    130,    112,    138,    135,     130,   112,
   114,    140,    134,    133,    114,    140,    134,     133,   114,
   126,    142,    144,    144,    126,    142,    144,     144,   126,
   129,    148,    148,    140,    129,    148,    148,     140,   129,
   112,    104,    106,    109,    112,    104,    106,     109,   112,
    99,    103,    103,    105,     99,    103,    103,     105,   99,
   100,    104,    106,    111,    100,    104,    106,     111,   100,
   109,    114,    111,    114,    109,    114,    111,     114,   109,
   108,    111,    108,    118,    108,    111,    108,     118,   108,
   124,    149,    153,    151,    124,    149,    153,     151,   124,
   139,    163,    166,    165,    139,    163,    166,     165,   139,
   153,    170,    165,    156,    153,    170,    165,     156,   153,
   135,    151,    148,    141,    135,    151,    148,     141,   135,
   123,    141,    141,    136,    123,    141,    141,     136,   123,
   119,    137,    137,    132,    119,    137,    137,     132,   119,
   116,    138,    140,    136,    116,    138,    140,     136,   116,
   125,    149,    153,    148,    125,    149,    153,     148,   125,
   133,    150,    147,    137,    133,    150,    147,     137,   133,
   120,    137,    136,    130,    120,    137,    136,     130,   120,
   115,    136,    140,    136,    115,    136,    140,     136,   115,
   124,    148,    152,    147,    124,    148,    152,     147,   124,
   137,    165,    169,    160,    137,    165,    169,     160,   137,
   154,    188,    193,    179,    154,    188,    193,     179,   154,
   167,    196,    194,    177,    167,    196,    194,     177,   167,
   166,    192,    189,    167,    166,    192,    189,     167,   166,
   144,    160,    153,    140,    144,    160,    153,     140,   144,
   119,    136,    134,    130,    119,    136,    134,     130,   119,
   119,    144,    150,    145,    119,    144,    150,     145,   119,
   140,    176,    182,    164,    140,    176,    182,     164,   140,
   156,    189,    189,    169,    156,    189,    189,     169,   156,
   162,    197,    190,    159,    162,    197,    190,     159,   162,
   136,    152,    145,    133,    136,    152,    145,     133,   136,
   114,    131,    132,    128,    114,    131,    132,     128,   114,
   113,    133,    135,    132,    113,    133,    135,     132,   113,
   118,    140,    142,    137,    118,    140,    142,     137,   118,
   123,    146,    148,    142,    123,    146,    148,     142,   123,
   130,    152,    150,    143,    130,    152,    150,     143,   130,
   125,    143,    142,    136,    125,    143,    142,     136,   125,
   119,    138,    138,    132,    119,    138,    138,     132,   119,
   115,    133,    134,    129,    115,    133,    134,     129,   115,
   112,    131,    133,    130,    112,    131,    133,     130,   112,
   116,    137,    140,    136,    116,    137,    140,     136,   116,
   124,    143,    141,    135,    124,    143,    141,     135,   124,
   117,    135,    135,    129,    117,    135,    135,     129,   117,
   113,    133,    137,    135,    113,    133,    137,     135,   113,
   123,    149,    155,    157,    123,    149,    155,     157,   123,
   149,    171,    171,    166,    149,    171,    171,     166,   149,
   152,    173,    157,    129,    152,    173,    157,     129,   152,
   122,    130,    124,    116,    122,    130,    124,     116,   122,
   105,    112,    109,    103,    105,    112,    109,     103,   105,
    94,    104,    104,     99,     94,    104,    104,      99,   94,
    92,    102,    102,     97,     92,    102,    102,      97,   92,
    90,    100,     99,     92,     90,    100,     99,      92,   90,
    85,     96,     95,     91,     85,     96,     95,      91,   85,
    84,     95,     96,     92,     84,     95,     96,      92,   84,
    86,     98,     98,     93,     86,     98,     98,      93,   86,
    88,     99,     99,     94,     88,     99,     99,      94,   88,
    89,    100,    101,     97,     89,    100,    101,      97,   89,
    94,    107,    109,    104,     94,    107,    109,     104,   94,
   104,    119,    121,    111,    104,    119,    121,     111,   104,
   112,    125,    124,    118,    112,    125,    124,     118,   112,
   113,    127,    127,    108,    113,    127,    127,     108,   113,
   105,    115,    111,     98,    105,    115,    111,      98,   105,
    93,    102,    101,     96,     93,    102,    101,      96,   93,
    93,    107,    108,     99,     93,    107,    108,      99,   93,
    98,    115,    116,    101,     98,    115,    116,     101,   98,
   102,    131,    134,    112,    102,    131,    134,     112,   102,
   125,    154,    152,    126,    125,    154,    152,     126,   125,
   127,    143,    139,    119,    127,    143,    139,     119,   127,
   114,    131,    133,    118,    114,    131,    133,     118,   114,
   126,    149,    152,    139,    126,    149,    152,     139,   126,
   146,    168,    151,    124,    146,    168,    151,     124,   146,
   110,    117,    107,     96,    110,    117,    107,      96,   110,
    85,     94,     96,     93,     85,     94,     96,      93,   85,
    88,    100,    102,    100,     88,    100,    102,     100,   88,
    96,    110,    114,    111,     96,    110,    114,     111,   96,
   113,    131,    136,    131,    113,    131,    136,     131,   113,
   138,    146,    137,    122,    138,    146,    137,     122,   138,
   110,    117,    112,    102,    110,    117,    112,     102,   110,
    93,    105,    106,    102,     93,    105,    106,     102,   93,
    99,    112,    113,    100,     99,    112,    113,     100,   99,
   106,    120,    123,    119,    106,    120,    123,     119,   106,
   114,    130,    134,    133,    114,    130,    134,     133,   114,
   118,    122,    115,    105,    118,    122,    115,     105,   118,
    89,     96,     94,     89,     89,     96,     94,      89,   89,
    83,     95,    100,    101,     83,     95,    100,     101,   83,
    98,    114,    121,    122,     98,    114,    121,     122,   98,
   106,    109,    105,     97,    106,    109,    105,      97,   106,
    86,     91,     91,     87,     86,     91,     91,      87,   86,
    81,     91,     94,     92,     81,     91,     94,      92,   81,
    87,     98,    102,    102,     87,     98,    102,     102,   87,
   101,    117,    123,    127,    101,    117,    123,     127,   101,
   130,    152,    161,    154,    130,    152,    161,     154,   130,
   141,    149,    144,    136,    141,    149,    144,     136,   141,
   123,    131,    128,    124,    123,    131,    128,     124,   123,
   117,    129,    130,    126,    117,    129,    130,     126,   117,
   120,    132,    132,    128,    120,    132,    132,     128,   120,
   121,    133,    134,    129,    121,    133,    134,     129,   121,
   123,    135,    130,    118,    123,    135,    130,     118,   123,
   102,    106,    103,     95,    102,    106,    103,      95,   102,
    84,     91,     93,     93,     84,     91,     93,      93,   84,
    90,    104,    110,    112,     90,    104,    110,     112,   90,
   114,    132,    131,    124,    114,    132,    131,     124,   114,
   113,    121,    119,    113,    113,    121,    119,     113,   113,
   103,    113,    117,    116,    103,    113,    117,     116,   103,
   113,    128,    132,    132,    113,    128,    132,     132,   113,
   129,    140,    130,    117,    129,    140,    130,     117,   129,
   101,    105,    101,     94,    101,    105,    101,      94,   101,
    83,     93,     99,    100,     83,     93,     99,     100,   83,
   101,    119,    130,    136,    101,    119,    130,     136,   101,
   142,    149,    140,    128,    142,    149,    140,     128,   142,
   113,    118,    114,    106,    113,    118,    114,     106,   113,
    94,    104,    106,    102,     94,    104,    106,     102,   94,
    94,    105,    106,    101,     94,    105,    106,     101,   94,
    93,    106,    109,    105,     93,    106,    109,     105,   93,
    78,     83,     73,     70,     78,     83,     73,      70,   78,
    58,     34,     57,     66,     58,     34,     57,      66,   58,
    65,    116,    123,    123,     65,    116,    123,     123,   65,
   105,    111,    106,     98,    105,    111,    106,      98,   105,
    83,     92,    103,    124,     83,     92,    103,     124,   83,
   109,    132,    131,    127,    109,    132,    131,     127,   109,
   114,    141,    140,    135,    114,    141,    140,     135,   114,
   117,    142,    136,    129,    117,    142,    136,     129,   117,
    83,     96,     93,     89,     83,     96,     93,      89,   83,
    80,     90,    129,    125,     80,     90,    129,     125,   80,
   107,    123,    124,    121,    107,    123,    124,     121,   107,
   108,    125,    128,    126,    108,    125,    128,     126,   108,
   112,    134,    133,    129,    112,    134,    133,     129,   112,
   116,    135,    138,    135,    116,    135,    138,     135,   116,
   123,    157,    147,    140,    123,    157,    147,     140,   123,
   124,    147,    145,    139,    124,    147,    145,     139,   124,
   123,    144,    141,    133,    123,    144,    141,     133,   123,
   115,    131,    130,    125,    115,    131,    130,     125,   115,
   109,    126,    127,    124,    109,    126,    127,     124,   109,
   109,    127,    129,    126,    109,    127,    129,     126,   109,
   111,    133,    132,    128,    111,    133,    132,     128,   111,
   113,    134,    133,    129,    113,    134,    133,     129,   113,
   114,    133,    133,    128,    114,    133,    133,     128,   114,
   113,    132,    131,    126,    113,    132,    131,     126,   113,
   110,    129,    132,    128,    110,    129,    132,     128,   110,
   114,    138,    139,    136,    114,    138,    139,     136,   114,
   122,    145,    141,    134,    122,    145,    141,     134,   122,
   119,    139,    138,    132,    119,    139,    138,     132,   119,
   116,    135,    133,    127,    116,    135,    133,     127,   116,
   111,    129,    129,    124,    111,    129,    129,     124,   111,
   108,    126,    129,    125,    108,    126,    129,     125,   108,
   111,    131,    133,    130,    111,    131,    133,     130,   111,
   116,    134,    135,    130,    116,    134,    135,     130,   116,
   115,    133,    134,    130,    115,    133,    134,     130,   115,
   115,    133,    134,    130,    115,    133,    134,     130,   115,
   114,    131,    133,    129,    114,    131,    133,     129,   114,
   114,    131,    133,    129,    114,    131,    133,     129,   114,
   114,    132,    133,    129,    114,    132,    133,     129,   114,
   113,    129,    130,    126,    113,    129,    130,     126,   113,
   110,    127,    128,    123,    110,    127,    128,     123,   110,
   108,    125,    127,    124,    108,    125,    127,     124,   108,
   109,    126,    128,    124,    109,    126,    128,     124,   109,
   110,    127,    129,    125,    110,    127,    129,     125,   110,
   111,    129,    130,    125,    111,    129,    130,     125,   111,
   110,    127,    128,    124,    110,    127,    128,     124,   110,
   109,    126,    127,    124,    109,    126,    127,     124,   109,
   108,    125,    127,    123,    108,    125,    127,     123,   108,
   108,    125,    126,    122,    108,    125,    126,     122,   108,
   108,    125,    128,    125,    108,    125,    128,     125,   108,
   110,    128,    130,    127,    110,    128,    130,     127,   110,
   113,    131,    133,    130,    113,    131,    133,     130,   113,
   116,    136,    135,    129,    116,    136,    135,     129,   116,
   113,    130,    131,    126,    113,    130,    131,     126,   113,
   110,    131,    132,    127,    110,    131,    132,     127,   110,
   115,    132,    132,    128,    115,    132,    132,     128,   115,
    95,    109,    111,    107,     95,    109,    111,     107,   95,
    97,    113,    109,     99,     97,    113,    109,      99,   97,
    92,    105,     77,     61,     92,    105,     77,      61,   92,
    69,     54,     33,     55,     69,     54,     33,      55,   69,
    65,     54,     36,     55,     65,     54,     36,      55,   65,
    65,     54,     37,     55,     65,     54,     37,      55,   65,
    56,     38,     45,     71,     56,     38,     45,      71,   56,
    74,     85,     87,     85,     74,     85,     87,      85,   74,
    79,     90,     93,     92,     79,     90,     93,      92,   79,
    85,    100,    104,    104,     85,    100,    104,     104,   85,
    97,    108,    107,     94,     97,    108,    107,      94,   97,
    90,     80,     29,     39,     90,     80,     29,      39,   90,
    57,     41,     48,     63,     57,     41,     48,      63,   57,
    98,    124,    127,    126,     98,    124,    127,     126,   98,
   115,    121,    116,    108,    115,    121,    116,     108,   115,
    96,    103,    101,     96,     96,    103,    101,      96,   96,
    89,     99,    101,     99,     89,     99,    101,      99,   89,
    93,    104,    106,    100,     93,    104,    106,     100,   93,
    93,    101,    100,     95,     93,    101,    100,      95,   93,
    86,     94,     92,     91,     86,     94,     92,      91,   86,
    85,     96,     97,     97,     85,     96,     97,      97,   85,
    92,    104,    105,    103,     92,    104,    105,     103,   92,
    95,    104,    103,    100,     95,    104,    103,     100,   95,
    92,    101,    101,     96,     92,    101,    101,      96,   92,
    97,    112,    116,    117,     97,    112,    116,     117,   97,
   116,    132,    133,    125,    116,    132,    133,     125,   116,
   115,    128,    127,    122,    115,    128,    127,     122,   115,
   113,    122,    150,    149,    113,    122,    150,     149,   113,
   128,    143,    139,    133,    128,    143,    139,     133,   128,
   115,    132,    133,    132,    115,    132,    133,     132,   115,
   119,    141,    144,    145,    119,    141,    144,     145,   119,
   135,    158,    153,    144,    135,    158,    153,     144,   135,
   123,    138,    135,    130,    123,    138,    135,     130,   123,
   112,    130,    132,    131,    112,    130,    132,     131,   112,
   119,    142,    146,    148,    119,    142,    146,     148,   119,
   140,    161,    158,    146,    140,    161,    158,     146,   140,
   120,    151,    149,    144,    120,    151,    149,     144,   120,
   126,    146,    146,    142,    126,    146,    146,     142,   126,
   125,    146,    146,    142,    125,    146,    146,     142,   125,
   127,    147,    149,    146,    127,    147,    149,     146,   127,
   131,    153,    154,    151,    131,    153,    154,     151,   131,
   136,    155,    154,    149,    136,    155,    154,     149,   136,
   130,    153,    155,    149,    130,    153,    155,     149,   130,
   131,    149,    148,    136,    131,    149,    148,     136,   131,
   119,    140,    140,    135,    119,    140,    140,     135,   119,
   121,    142,    144,    144,    121,    142,    144,     144,   121,
   132,    157,    163,    164,    132,    157,    163,     164,   132,
   148,    165,    162,    155,    148,    165,    162,     155,   148,
   136,    155,    153,    146,    136,    155,    153,     146,   136,
   126,    143,    141,    135,    126,    143,    141,     135,   126,
   116,    134,    133,    130,    116,    134,    133,     130,   116,
   114,    135,    137,    133,    114,    135,    137,     133,   114,
   116,    133,    132,    128,    116,    133,    132,     128,   116,
   115,    139,    147,    150,    115,    139,    147,     150,   115,
   146,    177,    189,    180,    146,    177,    189,     180,   146,
   158,    176,    172,    162,    158,    176,    172,     162,   158,
   141,    158,    156,    148,    141,    158,    156,     148,   141,
   128,    144,    143,    136,    128,    144,    143,     136,   128,
   118,    134,    135,    129,    118,    134,    135,     129,   118,
   112,    129,    131,    126,    112,    129,    131,     126,   112,
   107,    126,    129,    126,    107,    126,    129,     126,   107,
   114,    136,    103,    105,    114,    136,    103,     105,   114,
   107,    124,    121,    111,    107,    124,    121,     111,   107,
    99,    102,    100,     94,     99,    102,    100,      94,   99,
    84,     91,     92,     90,     84,     91,     92,      90,   84,
    84,     93,     94,     93,     84,     93,     94,      93,   84,
    86,     94,     95,     92,     86,     94,     95,      92,   86,
    84,     93,     83,     84,     84,     93,     83,      84,   84,
    82,     87,     86,     86,     82,     87,     86,      86,   82,
    84,    104,    119,    123,     84,    104,    119,     123,   84,
   125,    135,    131,    125,    125,    135,    131,     125,   125,
   114,    125,    122,    116,    114,    125,    122,     116,   114,
   106,    111,    106,    100,    106,    111,    106,     100,   106,
    89,     97,     94,     89,     89,     97,     94,      89,   89,
    81,     90,     91,     89,     81,     90,     91,      89,   81,
    83,     92,     93,     91,     83,     92,     93,      91,   83,
    86,     97,     99,     99,     86,     97,     99,      99,   86,
    95,    109,    111,    112,     95,    109,    111,     112,   95,
   105,    115,    113,    110,    105,    115,    113,     110,   105,
   102,    112,    110,    108,    102,    112,    110,     108,   102,
   106,    122,    126,    129,    106,    122,    126,     129,   106,
   131,    152,    158,    159,    131,    152,    158,     159,   131,
   144,    151,    142,    133,    144,    151,    142,     133,   144,
   119,    126,    120,    113,    119,    126,    120,     113,   119,
   101,    109,    105,    100,    101,    109,    105,     100,   101,
    90,     98,     96,     94,     90,     98,     96,      94,   90,
    89,    101,    102,    102,     89,    101,    102,     102,   89,
    98,    110,    112,    110,     98,    110,    112,     110,   98,
   100,    109,    106,    102,    100,    109,    106,     102,   100,
    92,    101,    100,    102,     92,    101,    100,     102,   92,
   100,    117,    121,    125,    100,    117,    121,     125,   100,
   127,    150,    152,    150,    127,    150,    152,     150,   127,
   142,    158,    156,    152,    142,    158,    156,     152,   142,
   145,    160,    154,    142,    145,    160,    154,     142,   145,
   126,    134,    127,    119,    126,    134,    127,     119,   126,
   105,    113,    110,    105,    105,    113,    110,     105,   105,
    94,    103,    101,     97,     94,    103,    101,      97,   94,
    87,     98,    101,    102,     87,     98,    101,     102,   87,
   100,    119,    127,    132,    100,    119,    127,     132,   100,
   137,    153,    144,    134,    137,    153,    144,     134,   137,
   118,    126,    120,    113,    118,    126,    120,     113,   118,
   100,    109,    106,    101,    100,    109,    106,     101,   100,
    91,    100,     98,     95,     91,    100,     98,      95,   91,
    85,     98,    101,    103,     85,     98,    101,     103,   85,
   101,    120,    127,    131,    101,    120,    127,     131,   101,
   134,    150,    151,    149,    134,    150,    151,     149,   134,
   143,    160,    161,    158,    143,    160,    161,     158,   143,
   146,    151,    140,    129,    146,    151,    140,     129,   146,
   112,    118,    112,    104,    112,    118,    112,     104,   112,
    94,    105,    105,    103,     94,    105,    105,     103,   94,
    94,    106,    106,    103,     94,    106,    106,     103,   94,
    93,    102,    100,     96,     93,    102,    100,      96,   93,
    86,     96,     95,     92,     86,     96,     95,      92,   86,
